tool_zh,tool_en,url,industry,quality,competitor,competitor_url,match_type,suggest_platform
Attention Flops,Attention Flops,https://chenguangwu.github.io/tools/ai/attention-flops.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Attention Head Dim,Attention Head Dim,https://chenguangwu.github.io/tools/ai/attention-head-dim.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Auc Rank,Auc Rank,https://chenguangwu.github.io/tools/ai/auc-rank.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Augmentation Multiplier,Augmentation Multiplier,https://chenguangwu.github.io/tools/ai/augmentation-multiplier.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Battery Storage,Battery Storage,https://chenguangwu.github.io/tools/eco/battery-storage.html,eco,A,行业资源页（环保工具清单）,"Google 搜: ""best free online eco tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Best Epoch,Best Epoch,https://chenguangwu.github.io/tools/ai/best-epoch.html,ai,A,Epoch Converter,https://www.epochconverter.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Binomial Pmf,Binomial Pmf,https://chenguangwu.github.io/tools/statistics/binomial-pmf.html,statistics,A,行业资源页（统计工具清单）,"Google 搜: ""best free online statistics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Blasting Calculator,Blasting Calculator,https://chenguangwu.github.io/tools/mining/blasting-calculator.html,mining,A,行业资源页（mining工具清单）,"Google 搜: ""best free online mining tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Blasting Safety Distance,Blasting Safety Distance,https://chenguangwu.github.io/tools/blasting/blasting-safety-distance.html,blasting,A,行业资源页（blasting工具清单）,"Google 搜: ""best free online blasting tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Body Surface Area,Body Surface Area,https://chenguangwu.github.io/tools/health/body-surface-area.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bollinger Bands Calculator (Upper / Lower / Std Dev),Bollinger Bands Calculator (Upper / Lower / Std Dev),https://chenguangwu.github.io/tools/securities/calc-29.html,securities,A,行业资源页（securities工具清单）,"Google 搜: ""best free online securities tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Brake Pad Replacement Interval Calculator,Brake Pad Replacement Interval Calculator,https://chenguangwu.github.io/tools/general/shachepiangenghuanzhouqi.html,general,A,行业资源页（general工具清单）,"Google 搜: ""best free online general tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Burn Area (Rule of Nines) Calculator,Burn Area (Rule of Nines) Calculator,https://chenguangwu.github.io/tools/dermatology/calc-1.html,dermatology,A,行业资源页（dermatology工具清单）,"Google 搜: ""best free online dermatology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Burn Assessment,Burn Assessment,https://chenguangwu.github.io/tools/forensic-medicine/burn-assessment.html,forensic-medicine,A,行业资源页（forensic-medicine工具清单）,"Google 搜: ""best free online forensic-medicine tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Angle 2,Calc Angle 2,https://chenguangwu.github.io/tools/surveying/calc-angle-2.html,surveying,A,行业资源页（surveying工具清单）,"Google 搜: ""best free online surveying tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Distance,Calc Distance,https://chenguangwu.github.io/tools/science/calc-distance.html,science,A,行业资源页（科学工具清单）,"Google 搜: ""best free online science tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Exposure Aperture,Calc Exposure Aperture,https://chenguangwu.github.io/tools/photography/calc-exposure-aperture.html,photography,A,行业资源页（photography工具清单）,"Google 搜: ""best free online photography tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Feed,Calc Feed,https://chenguangwu.github.io/tools/metalwork/calc-feed.html,metalwork,A,行业资源页（metalwork工具清单）,"Google 搜: ""best free online metalwork tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Stats,Calc Stats,https://chenguangwu.github.io/tools/science/calc-stats.html,science,A,行业资源页（科学工具清单）,"Google 搜: ""best free online science tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Stats 1,Calc Stats 1,https://chenguangwu.github.io/tools/general/calc-stats-1.html,general,A,行业资源页（general工具清单）,"Google 搜: ""best free online general tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calculator Calc Area,Calculator Calc Area,https://chenguangwu.github.io/tools/construction/calculator-calc-area.html,construction,A,行业资源页（construction工具清单）,"Google 搜: ""best free online construction tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calculator Calc Speed,Calculator Calc Speed,https://chenguangwu.github.io/tools/transport/calculator-calc-speed.html,transport,A,行业资源页（transport工具清单）,"Google 搜: ""best free online transport tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calculus Tools,Calculus Tools,https://chenguangwu.github.io/tools/math/calculus-tools.html,math,A,行业资源页（math工具清单）,"Google 搜: ""best free online math tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Carbon Forest,Carbon Forest,https://chenguangwu.github.io/tools/eco/carbon-forest.html,eco,A,行业资源页（环保工具清单）,"Google 搜: ""best free online eco tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Chi Square Test,Chi Square Test,https://chenguangwu.github.io/tools/statistics/chi-square-test.html,statistics,A,行业资源页（统计工具清单）,"Google 搜: ""best free online statistics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Circle Area / Circumference Calculator,Circle Area / Circumference Calculator,https://chenguangwu.github.io/tools/math/calc-4.html,math,A,行业资源页（math工具清单）,"Google 搜: ""best free online math tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Circular Permutation,Circular Permutation,https://chenguangwu.github.io/tools/math/circular-permutation.html,math,A,行业资源页（math工具清单）,"Google 搜: ""best free online math tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Coating / Waxing Cycle Calculator,Coating / Waxing Cycle Calculator,https://chenguangwu.github.io/tools/auto-beauty/calc-1.html,auto-beauty,A,行业资源页（auto-beauty工具清单）,"Google 搜: ""best free online auto-beauty tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Cohen Kappa Coefficient,Cohen Kappa Coefficient,https://chenguangwu.github.io/tools/ai/cohens-kappa.html,ai,A,行业资源页（AI工具清单）,"Google 搜: ""best free online ai tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Colorfast 1,Colorfast 1,https://chenguangwu.github.io/tools/dyeing/colorfast-1.html,dyeing,A,行业资源页（dyeing工具清单）,"Google 搜: ""best free online dyeing tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Combination,Combination,https://chenguangwu.github.io/tools/math/combination.html,math,A,行业资源页（math工具清单）,"Google 搜: ""best free online math tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Combination Repetition,Combination Repetition,https://chenguangwu.github.io/tools/math/combination-repetition.html,math,A,行业资源页（math工具清单）,"Google 搜: ""best free online math tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Complex Calculator ( General ),Complex Calculator ( General ),https://chenguangwu.github.io/tools/general/calculator-calc-11.html,general,A,行业资源页（general工具清单）,"Google 搜: ""best free online general tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Complex Number,Complex Number,https://chenguangwu.github.io/tools/misc/complex-number.html,misc,A,行业资源页（misc工具清单）,"Google 搜: ""best free online misc tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Confidence Interval,Confidence Interval,https://chenguangwu.github.io/tools/it/confidence-interval.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Confidence Interval,Confidence Interval,https://chenguangwu.github.io/tools/statistics/confidence-interval.html,statistics,A,行业资源页（统计工具清单）,"Google 搜: ""best free online statistics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Confidence Interval,Confidence Interval,https://chenguangwu.github.io/tools/stats/confidence-interval.html,stats,A,行业资源页（stats工具清单）,"Google 搜: ""best free online stats tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
